symbol,alpha,alpha_pvalue,beta,beta_std_err,beta_tvalue,beta_pvalue,r_squared,adj_r_squared,n_obs
002475,0.0007543791059925014,0.18018439892242427,1.336770667274469,0.04675157937671195,28.593058995999304,1.0278353462965412e-147,0.31978989583823814,0.31939874569208426,1741
600036,0.0001779810207291029,0.5193545601434457,0.7570365122557086,0.022946507925323066,32.991360372541315,8.788353009697468e-186,0.3849537967060166,0.3846001186132656,1741
600276,9.6227385724379e-05,0.8184853909732502,0.8920999185423807,0.034834487400903315,25.609675499896895,5.241198451099492e-123,0.2738601493507924,0.2734425876195393,1741
600519,0.0003253457911809118,0.27450204377371057,0.910776582195641,0.024730493397442717,36.828079713517596,5.421497812185597e-220,0.43818182036343645,0.4378587506799192,1741
601088,0.00040894873117875336,0.12489454919894409,0.29437876239266114,0.022132235598414034,13.300904966588911,1.626098941924881e-38,0.09233925228162998,0.0918173082058863,1741
