,600036,600519,002475,600276,601088
600036,1.0,0.4775433257885115,0.24350348525557408,0.2695239257533124,0.3008129753769485
600519,0.4775433257885115,1.0,0.36525064328700885,0.4356703569629296,0.11580361532922721
002475,0.24350348525557408,0.36525064328700885,1.0,0.3207195968289275,0.023883518025334054
600276,0.2695239257533124,0.4356703569629296,0.3207195968289275,1.0,0.03178324084876501
601088,0.3008129753769485,0.11580361532922721,0.023883518025334054,0.03178324084876501,1.0
