date,600036,600519,002475,600276,601088,HS300
2019-01-03,0.01109543270301898,-0.014025501513753251,-0.04934755817753707,-0.036180776683405316,-0.0029239786914352006,-0.001583990571113351
2019-01-04,0.022274242496886885,0.018700306775225453,-0.017776716760796226,0.0616595597445359,0.013813378490703378,0.02367497102412801
2019-01-07,0.0002675108134906362,0.005374511950377712,0.03665688722382705,-0.014323560884681891,-0.0007222824438240095,0.006052394681861487
2019-01-08,-0.010486316122391835,-0.0010762650974544654,0.01428727579323122,0.007554709243814606,0.013278501219236611,-0.0021632260156508655
2019-01-09,0.016796606803646908,0.017266201433626477,0.005665530442165407,0.028056887512562557,0.001780944370994692,0.010048760894095994
2019-01-10,0.005213637930885977,0.003994129655881465,0.06286048477548303,0.013121344166240551,-0.00035593522354785746,-0.0018825692380513182
2019-01-11,0.020759576738985243,0.025423895407238665,-0.010667318385907835,-0.005654385205928446,0.0017784105700908307,0.00716342177961698
2019-01-14,-0.005106246760648311,-0.016687220579160316,0.004693872081895591,-0.0291164527160593,0.003901405906206958,-0.008762648238325736
2019-01-15,0.016522189803306216,0.05143385778577083,0.014527935020154273,0.0377601644510042,0.0017683470567419492,0.01943645276620025
2019-01-16,0.0017054664319684052,0.0015835717635234346,-0.007904371501066147,0.017928016131260993,-0.0024765623837939557,0.00021097586002980133
2019-01-17,-0.012776165210882994,-0.0026190387119327694,0.0,-0.0019014786552146554,-0.00532766310778765,-0.005522387982267904
2019-01-18,0.02100666434739846,0.03396873436944479,0.011190783295006364,0.030804340849257324,0.0197467629348345,0.018074920503838153
2019-01-21,0.007576431561322696,0.004611627602763327,-0.0019637724272651134,-0.001674701931272768,0.018679201002194668,0.005499076624623633
2019-01-22,-0.011555946571392578,-0.022051337683044226,0.001320892302262721,-0.023442323853474587,-0.009988028616495646,-0.013373644566519828
2019-01-23,0.006005516040743587,-0.007477561154234505,0.0,0.005655152345181976,0.0062112000926406764,-0.0007224272596064109
2019-01-24,0.023091093893388776,0.009568944808789602,0.0012853472206637193,0.02297454907718068,-0.0017214671147427376,0.005628738175841233
2019-01-25,0.020795856462486523,0.009974911290345457,0.03092017683976154,-0.006531629553370039,0.00275292672140508,0.008099993050780028
2019-01-28,0.004348883394339377,-0.0037296298353672454,0.047084462778384364,-0.07267413598908275,0.011955735920148841,-0.00021670003617943419
2019-01-29,-0.0006430868388832358,0.011008531793856982,-0.003633520050863762,0.04177520390066582,0.003389833754511524,0.0031954870200165734
2019-01-30,-0.00693942912252119,-0.01239453722083168,-0.007338500044286987,0.0038048339921268547,-0.009862348260128924,-0.008012679511130574
2019-01-31,0.024712361580704986,0.01866864387194707,0.012783841158076058,0.028099374338944244,0.006812015442505871,0.010408077491840053
2019-02-01,0.0028397905019504365,0.004167263486502125,0.01971633706904521,0.029290771501518757,0.006091389393401913,0.014194621052603537
2019-02-11,0.002753197412673345,0.04324091441128618,0.049112148176456434,0.01665804825287609,-0.0006749915882333652,0.018026478882587203
2019-02-12,-0.0022019511885320517,-0.009619336558623383,-0.003970112641102951,0.02611979299524297,0.0033704110099055723,0.0071932458289255905
2019-02-13,0.015932858132864935,0.022439613987900453,0.0028332354325562637,0.03213667373381232,0.0006727211824505548,0.019827119578815833
2019-02-14,0.0006196746906271296,0.0024432839694459403,-0.01765530632370458,0.003171982762599938,-0.0030308155882746005,0.0015031249291077603
2019-02-15,-0.021762111264436435,-0.015940032620272895,-0.0069111657612889,-0.023041151932611116,-0.012557436350623518,-0.018823135724961238
2019-02-18,0.0219943903100396,0.019560876067955223,0.06439278367774132,0.038457515004415826,0.011545119746541845,0.03155717579704081
2019-02-19,0.00030962149020492304,-0.011829452377448958,0.003246029266140857,-0.013458311205007387,-0.008476063629124052,-0.001780592597210491
2019-02-20,0.00817023197534374,-0.011346155118149742,0.061856405940267985,-0.014863829550680439,0.009488380233205616,0.0035754020507433077
2019-02-21,-0.0020747692538903217,-0.002281124111415268,-0.00510782817162988,0.007459531199730922,-0.005410902616549533,-0.0026745429771607636
2019-02-22,0.016403190594715858,0.007490768673095834,0.05370038340849517,0.012958857936462424,-0.008513587945607137,0.022236127999249938
2019-02-25,0.05441365746079221,0.020927474330061868,0.03471341661728711,0.03240739014762271,0.033297173909789014,0.05777373381153839
2019-02-26,-0.029305860176468038,-0.019190933370958802,0.013011202110228002,-0.007272176850829388,0.006922724202118322,-0.012082416477338733
2019-02-27,0.006326341535120123,0.017120568042493456,-0.030463141580731927,0.011609173607991694,-0.006591981682152949,-0.001711240822422538
2019-02-28,0.000879571998361606,0.018031022546135724,0.006641286004953427,0.04376107859809217,-0.005637554310894455,-0.0024551712442826656
2019-03-01,0.03265037242279036,0.04193052758028746,-0.0037931206539310587,0.0013831926590775114,0.012886350466578177,0.02165851845310052
2019-03-04,-0.005831749690404964,-0.008948552019568859,0.0028400763385476794,0.003714498632190183,0.007848307126135575,0.011768724913293477
2019-03-05,-0.00953173088920078,-0.0025160577399674067,0.023844301019464054,-0.002060221798519871,0.0009767215492417736,0.005758145555776511
2019-03-06,-0.003679259642320873,-0.014374412854266883,-0.021939119817413606,-0.012057253329299222,0.003897374209003498,0.008371547175655868
2019-03-07,-0.02628936228790011,-0.02412892791392185,-0.021957216156338208,-0.012199227865914566,-0.010099450560910515,-0.010249614997104752
2019-03-08,-0.015252632142957093,-0.014071004840440344,0.008173044787404762,-0.010207702441174898,-0.029575174346751894,-0.04052557976931822
2019-03-11,-0.0073349037687260085,0.026507690927602454,0.02831931098804655,0.009078069140925822,0.0030308155882744583,0.019593102203228616
2019-03-12,0.003787596377131466,-0.016966625532952886,0.024352334850052365,-0.006945682726519409,0.0003361909596297075,0.006786661186856559
2019-03-13,0.011202703529599657,0.011306511636987444,-0.02902895789028221,0.0009966890920550396,-0.00505477066162406,-0.008332111405510772
