date,600036,600519,002475,600276,601088,HS300
2021-06-23,235.1,10628.99,1448.04,3384.35,31.64,5147.39
2021-06-24,235.81,10779.99,1506.57,3236.07,31.74,5155.97
2021-06-25,241.28,10997.27,1544.82,3238.89,32.09,5239.97
2021-06-28,234.63,11052.6,1553.65,3264.31,31.42,5251.76
2021-06-29,231.12,10846.53,1560.52,3245.48,31.22,5190.54
2021-06-30,232.64,10819.9,1511.8,3234.65,31.29,5224.04
2021-07-01,239.72,11062.6,1505.26,3315.62,31.19,5229.66
2021-07-02,228.18,10600.32,1433.32,3184.75,31.05,5081.12
2021-07-05,227.75,10504.85,1502.64,2998.34,31.73,5085.79
2021-07-06,230.1,10599.81,1492.18,2956.44,31.69,5083.1
2021-07-07,229.67,10555.09,1489.56,2974.8,31.67,5140.49
2021-07-08,217.62,10459.62,1536.98,2923.96,31.5,5088.26
2021-07-09,215.87,10394.85,1524.22,2958.32,31.75,5069.44
2021-07-12,217.82,10339.03,1499.05,3006.34,31.2,5132.71
2021-07-13,221.04,10449.07,1419.26,2950.79,31.36,5142.1
2021-07-14,217.05,10344.05,1421.55,2864.64,31.49,5083.08
2021-07-15,225.26,10524.89,1393.1,2872.17,31.49,5151.46
2021-07-16,225.07,10313.4,1360.4,2864.17,31.66,5094.77
2021-07-19,224.4,10409.37,1406.51,2904.66,31.78,5113.49
2021-07-20,220.8,10434.5,1424.49,3009.16,31.48,5108.99
2021-07-21,219.98,10379.23,1386.24,2999.75,31.21,5144.04
2021-07-22,222.13,10233.56,1361.38,2919.72,31.32,5151.75
2021-07-23,221.35,10032.51,1333.92,2929.61,31.35,5089.23
2021-07-26,212.16,9550.69,1312.34,2822.74,30.85,4925.3
2021-07-27,206.18,9092.33,1274.41,2600.55,30.61,4751.31
2021-07-28,211.26,9373.76,1243.67,2666.93,30.46,4760.48
2021-07-29,213.14,9277.74,1262.63,2629.26,30.46,4850.27
2021-07-30,207.47,8921.99,1220.45,2594.9,30.58,4811.17
2021-08-02,212.2,9303.92,1262.31,2635.86,30.82,4933.74
2021-08-03,211.73,9275.28,1289.12,2737.07,30.84,4934.46
2021-08-04,209.42,9148.15,1369.56,2686.7,30.93,4978.85
2021-08-05,208.45,9022.53,1365.96,2661.75,31.01,4948.67
2021-08-06,211.73,8881.84,1340.46,2614.67,31.1,4921.56
2021-08-09,217.48,8996.4,1390.49,2714.47,31.16,4985.56
2021-08-10,221.98,9525.01,1378.71,2753.07,31.27,5043.15
2021-08-11,224.67,9281.31,1378.39,2713.06,31.49,5015.34
2021-08-12,223.81,8977.31,1389.83,2661.75,31.47,4973.35
2021-08-13,225.77,9027.76,1297.62,2696.11,31.54,4945.98
2021-08-16,224.56,9023.54,1274.41,2693.29,31.51,4941.07
2021-08-17,219.67,8700.94,1246.61,2612.32,31.36,4837.4
2021-08-18,233.43,8625.57,1261.33,2623.62,31.14,4894.24
2021-08-19,227.33,8625.42,1244.0,2569.48,30.97,4862.14
2021-08-20,225.18,8263.79,1252.17,2316.21,30.84,4769.27
2021-08-23,228.55,8375.29,1285.52,2255.96,31.26,4835.88
2021-08-24,229.76,8651.6,1276.04,2256.9,31.38,4888.39
2021-08-25,226.75,8851.79,1227.65,2266.78,31.6,4898.16
2021-08-26,219.59,8499.95,1228.3,2167.93,31.82,4801.61
2021-08-27,222.52,8505.13,1253.15,2202.76,31.74,4827.04
2021-08-30,215.09,8454.73,1179.25,2181.58,32.51,4813.27
2021-08-31,217.09,8314.04,1118.43,2162.75,33.58,4805.61
2021-09-01,224.24,8635.67,1133.15,2228.18,33.11,4869.46
2021-09-02,227.41,8619.54,1131.18,2193.82,33.69,4869.41
2021-09-03,228.98,8817.62,1129.55,2205.12,33.55,4843.06
2021-09-06,225.85,8880.18,1164.54,2299.27,34.35,4933.73
2021-09-07,232.14,8871.79,1159.31,2298.32,34.86,4992.83
2021-09-08,230.58,8691.4,1192.33,2282.79,35.39,4972.13
2021-09-09,229.37,8696.32,1166.83,2268.2,37.57,4970.01
2021-09-10,237.27,8839.53,1189.06,2268.67,35.98,5013.52
2021-09-13,236.48,8796.42,1155.38,2235.71,37.53,4991.66
2021-09-14,229.37,8811.49,1133.47,2238.07,36.74,4917.16
2021-09-15,226.63,8604.17,1103.39,2187.23,36.45,4867.32
2021-09-16,223.89,8716.37,1125.63,2207.47,36.74,4807.7
2021-09-17,226.04,8957.21,1107.64,2245.13,35.2,4855.94
2021-09-22,218.85,8714.46,1087.04,2289.85,37.36,4821.77
2021-09-23,216.62,8700.94,1171.4,2284.67,37.01,4853.2
2021-09-24,216.35,8997.41,1175.33,2379.29,35.48,4849.43
2021-09-27,217.6,9806.4,1215.87,2424.02,35.51,4877.37
2021-09-28,222.8,9640.88,1182.19,2407.07,36.39,4883.83
2021-09-29,227.26,9630.53,1178.92,2384.94,35.75,4833.93
2021-09-30,222.92,9680.78,1178.92,2399.54,36.24,4866.38
2021-10-08,224.79,9729.02,1243.34,2585.96,34.98,4929.94
2021-10-11,232.89,9867.3,1239.74,2558.65,36.0,4936.19
2021-10-12,233.24,9886.75,1203.12,2567.6,35.82,4883.84
2021-10-13,233.0,10182.76,1193.64,2527.58,35.1,4940.11
2021-10-14,230.38,10087.79,1179.25,2438.61,34.77,4913.61
2021-10-15,234.1,10117.79,1194.29,2391.06,35.54,4932.11
2021-10-18,228.43,9530.04,1148.84,2346.34,37.17,4874.78
2021-10-19,232.42,9591.24,1220.78,2370.35,37.04,4922.72
2021-10-20,230.54,9736.05,1224.05,2463.09,35.55,4910.18
2021-10-21,235.82,9751.13,1230.26,2412.25,36.64,4928.02
2021-10-22,237.93,10037.54,1248.25,2449.91,35.21,4959.73
2021-10-25,239.1,9897.0,1245.96,2445.67,35.93,4979.52
2021-10-26,241.88,9836.8,1296.97,2360.46,35.44,4963.1
2021-10-27,238.83,9625.51,1257.73,2344.46,34.56,4898.16
2021-10-28,237.66,9658.12,1282.58,2330.34,33.73,4864.14
2021-10-29,236.68,9661.08,1274.73,2352.93,33.47,4908.77
2021-11-01,237.27,9545.11,1312.34,2379.29,33.67,4890.69
2021-11-02,229.95,9553.35,1312.01,2318.1,33.18,4839.85
2021-11-03,227.8,9354.17,1312.01,2347.28,33.68,4821.11
2021-11-04,228.0,9551.14,1358.44,2445.67,33.72,4868.74
2021-11-05,227.26,9630.23,1358.44,2473.92,33.08,4842.35
2021-11-08,226.24,9631.03,1342.09,2370.82,33.37,4848.18
2021-11-09,225.3,9479.84,1315.93,2379.77,33.03,4846.74
2021-11-10,223.62,9298.84,1304.49,2564.3,32.66,4821.19
2021-11-11,232.18,9377.28,1315.61,2529.94,32.81,4898.65
2021-11-12,230.54,9398.29,1334.9,2508.75,32.7,4888.37
2021-11-15,232.61,9334.77,1376.1,2547.35,32.71,4882.38
2021-11-16,230.93,9570.23,1413.38,2593.49,32.53,4883.32
2021-11-17,228.35,9504.91,1399.64,2573.25,32.61,4885.75
2021-11-18,226.67,9489.84,1347.0,2472.5,32.68,4837.62
2021-11-19,230.27,9672.79,1420.57,2482.39,32.92,4890.06
2021-11-22,227.76,9802.73,1409.45,2483.8,32.95,4912.4
2021-11-23,228.0,10014.58,1385.25,2486.63,33.16,4913.35
2021-11-24,227.96,10238.53,1394.41,2477.21,33.74,4916.66
2021-11-25,226.71,10314.05,1376.43,2529.46,33.89,4896.44
2021-11-26,221.55,10238.58,1323.13,2499.34,33.3,4860.13
2021-11-29,220.45,10459.62,1322.47,2440.02,33.15,4851.42
2021-11-30,219.16,10187.13,1307.76,2396.71,33.12,4832.03
2021-12-01,221.12,10198.28,1312.66,2412.25,33.68,4843.85
2021-12-02,224.64,10203.36,1274.41,2344.46,34.26,4856.16
2021-12-03,226.04,10393.7,1274.41,2351.05,36.18,4901.02
2021-12-06,228.27,10370.68,1303.83,2354.82,35.77,4892.62
2021-12-07,228.35,10313.25,1368.9,2397.18,35.66,4922.1
2021-12-08,229.13,10751.06,1452.94,2405.66,35.33,4995.93
2021-12-09,233.39,10969.89,1502.64,2454.14,35.38,5078.69
2021-12-10,234.8,10987.23,1493.16,2448.02,35.28,5055.12
2021-12-13,230.62,11128.92,1536.98,2435.78,35.38,5083.8
2021-12-14,225.65,11288.71,1526.84,2435.78,34.82,5049.7
2021-12-15,225.07,11213.34,1494.8,2388.71,34.95,5005.9
2021-12-16,225.85,11132.89,1533.71,2399.54,36.43,5034.73
2021-12-17,224.17,10789.75,1508.2,2378.35,35.61,4954.76
2021-12-20,223.85,10831.26,1462.1,2383.06,35.34,4880.42
2021-12-21,223.62,10726.94,1499.37,2390.59,35.78,4913.49
2021-12-22,221.19,10776.18,1574.25,2372.7,35.69,4914.45
2021-12-23,222.02,11137.97,1613.49,2360.94,36.25,4948.74
2021-12-24,220.61,11510.26,1631.15,2394.36,36.04,4921.34
2021-12-27,218.54,11197.36,1603.68,2408.01,36.38,4919.32
2021-12-28,219.71,11229.32,1586.68,2396.71,35.86,4955.96
2021-12-29,211.85,10741.01,1571.31,2375.53,35.86,4883.48
2021-12-30,215.29,10911.85,1597.47,2389.18,35.52,4921.51
2021-12-31,216.11,10786.23,1620.03,2422.13,36.1,4940.37
2022-01-04,214.7,10792.41,1678.89,2407.07,36.31,4917.77
2022-01-05,217.44,10655.59,1587.66,2432.02,35.98,4868.12
2022-01-06,213.92,10445.65,1543.19,2393.89,35.8,4818.23
2022-01-07,217.44,10243.56,1535.34,2430.14,36.09,4822.37
2022-01-10,218.14,10364.15,1600.41,2441.43,36.36,4844.05
2022-01-11,220.57,10236.27,1540.57,2397.18,36.28,4797.77
2022-01-12,220.22,10369.18,1558.89,2369.41,36.41,4845.58
2022-01-13,218.57,9918.9,1494.47,2270.08,36.77,4765.92
2022-01-14,213.41,9866.7,1525.21,2231.01,36.1,4726.73
2022-01-17,215.6,9839.61,1544.82,2219.71,35.97,4767.28
2022-01-18,217.28,9993.67,1578.5,2210.29,36.92,4813.35
2022-01-19,219.98,10092.81,1563.14,2187.7,37.09,4780.38
2022-01-20,226.51,10381.84,1613.17,2185.81,37.46,4823.51
2022-01-21,228.27,10459.57,1554.31,2150.51,37.59,4779.31
2022-01-24,228.39,10284.76,1622.98,2072.83,37.7,4786.74
2022-01-25,224.67,10248.58,1593.55,2050.71,36.98,4678.45
2022-01-26,225.07,10308.88,1580.47,2016.34,36.75,4712.31
2022-01-27,224.17,10359.13,1524.88,1969.27,37.06,4619.88
2022-01-28,218.07,9967.19,1536.98,1962.68,36.12,4563.77
2022-02-07,226.43,9871.52,1531.75,1971.62,37.09,4634.09
2022-02-08,227.84,9726.0,1425.47,1998.93,38.54,4608.77
2022-02-09,227.49,10012.31,1444.44,2012.58,38.02,4652.06
2022-02-10,227.84,9896.85,1440.52,1991.86,39.18,4639.86
2022-02-11,231.95,9781.12,1353.54,1977.27,39.69,4601.4
2022-02-14,225.85,9875.09,1381.33,1906.19,39.35,4551.69
2022-02-15,222.02,9985.38,1494.8,1974.45,38.68,4600.1
2022-02-16,225.34,9995.08,1451.96,1944.79,38.77,4617.99
2022-02-17,226.86,9967.14,1459.48,1946.67,38.89,4629.16
2022-02-18,229.21,10067.69,1435.28,1963.15,39.37,4651.24
2022-02-21,228.04,9916.89,1414.36,1961.74,39.99,4634.31
2022-02-22,225.93,9569.58,1371.85,1923.13,40.18,4574.15
2022-02-23,224.4,9665.76,1417.3,1960.32,39.09,4623.05
2022-02-24,221.23,9349.7,1404.55,1902.89,39.08,4529.32
2022-02-25,220.41,9525.31,1426.13,1923.13,38.15,4573.42
2022-02-28,220.37,9481.8,1431.36,1921.72,38.82,4581.65
2022-03-01,222.09,9823.89,1417.3,1967.86,39.63,4619.69
2022-03-02,219.08,9755.55,1348.3,1946.67,39.88,4578.6
2022-03-03,220.1,9530.04,1287.48,1925.02,40.55,4551.63
2022-03-04,216.07,9432.05,1262.63,1907.6,40.8,4496.43
2022-03-07,208.49,9062.73,1193.64,1802.62,40.63,4352.78
2022-03-08,203.48,9294.88,1218.49,1761.67,39.44,4265.39
2022-03-09,199.22,9425.42,1235.82,1731.54,40.5,4226.35
2022-03-10,200.43,9502.05,1226.34,1737.66,40.15,4292.84
2022-03-11,199.45,9374.32,1181.87,1805.92,40.48,4306.52
2022-03-14,190.46,9027.56,1132.82,1795.56,39.78,4174.76
2022-03-15,179.9,8540.15,1113.2,1735.77,37.71,3983.81
2022-03-16,192.14,8901.69,1126.93,1764.49,38.38,4156.08
2022-03-17,199.69,9128.81,1145.9,1796.5,37.95,4237.7
2022-03-18,206.18,9066.7,1152.44,1800.27,38.61,4265.9
2022-03-21,200.86,9049.16,1158.65,1790.85,39.68,4258.75
2022-03-22,203.68,9002.43,1153.09,1773.9,40.46,4255.3
2022-03-23,204.58,9289.8,1161.92,1793.68,40.13,4276.52
2022-03-24,204.62,9132.73,1135.76,1806.86,40.78,4251.31
2022-03-25,202.31,8977.31,1109.6,1747.07,40.76,4174.57
2022-03-28,201.8,8830.58,1082.14,1724.95,42.8,4148.47
2022-03-29,201.64,8861.74,1016.74,1725.89,43.66,4134.14
2022-03-30,206.41,9178.8,1071.35,1796.5,42.61,4254.1
2022-03-31,208.64,9123.03,1047.8,1768.26,43.35,4222.6
2022-04-01,209.82,9429.59,1034.72,1766.37,43.11,4276.16
2022-04-06,210.95,9354.17,999.41,1741.42,42.78,4263.84
2022-04-07,208.88,9354.17,994.83,1697.64,43.36,4209.1
2022-04-08,210.13,9449.64,970.63,1632.21,44.15,4230.77
2022-04-11,205.12,9128.05,921.91,1579.01,44.88,4100.07
2022-04-12,204.34,9439.59,955.59,1619.97,44.53,4179.97
2022-04-13,204.54,9374.27,934.34,1618.56,45.57,4139.74
2022-04-14,204.58,9575.26,949.71,1627.03,45.86,4191.57
2022-04-15,208.76,9560.13,966.71,1639.74,44.61,4188.75
2022-04-18,195.31,9483.91,994.18,1633.62,43.55,4166.38
2022-04-19,190.26,9481.29,961.15,1593.61,44.38,4134.9
2022-04-20,186.35,9514.96,949.71,1650.57,43.14,4070.79
2022-04-21,187.06,9429.44,965.73,1596.43,42.8,3995.83
2022-04-22,191.83,9394.37,959.52,1588.43,43.27,4013.25
2022-04-25,177.48,9067.75,888.56,1433.08,42.28,3814.91
2022-04-26,175.84,9190.76,863.05,1340.81,42.05,3784.12
2022-04-27,174.39,9504.51,918.31,1355.88,42.55,3895.54
2022-04-28,180.57,9705.9,972.27,1374.23,44.79,3921.11
2022-04-29,181.78,9672.64,1020.99,1422.72,44.36,4016.24
2022-05-05,179.16,9715.95,987.31,1432.14,44.21,4010.21
2022-05-06,173.88,9494.86,965.4,1416.13,43.82,3908.82
2022-05-09,168.25,9288.85,936.3,1414.25,43.19,3877.44
2022-05-10,170.24,9360.15,959.52,1418.49,42.26,3919.87
2022-05-11,171.14,9369.24,1012.16,1444.85,42.82,3976.42
2022-05-12,168.8,9342.46,1003.33,1448.61,42.22,3958.74
2022-05-13,170.91,9420.7,999.73,1446.26,44.38,3988.6
2022-05-16,169.89,9318.99,984.04,1420.37,44.58,3956.54
2022-05-17,176.58,9369.24,1007.91,1421.78,45.01,4005.89
2022-05-18,176.19,9334.07,1003.0,1418.01,44.74,3991.91
2022-05-19,174.35,9308.94,1004.64,1411.89,44.55,3999.6
2022-05-20,181.9,9530.09,1024.59,1458.5,45.93,4077.6
2022-05-23,180.06,9434.56,1003.66,1451.91,46.06,4053.98
2022-05-24,177.75,9329.04,961.48,1381.77,46.09,3959.15
2022-05-25,177.28,9306.48,968.34,1396.83,46.71,3983.18
2022-05-26,175.91,9242.62,1011.83,1402.01,46.91,3993.04
2022-05-27,178.61,9304.72,1026.87,1436.84,48.07,4001.3
2022-05-30,178.42,9421.55,1024.91,1433.55,47.54,4029.02
2022-05-31,180.84,9550.29,1116.8,1462.27,47.54,4091.52
2022-06-01,180.84,9470.99,1083.44,1446.26,47.37,4083.18
2022-06-02,177.83,9459.69,1106.66,1439.67,46.77,4089.57
2022-06-06,178.03,9469.74,1181.87,1472.15,47.61,4166.09
2022-06-07,179.51,9619.98,1153.75,1503.22,47.28,4179.13
2022-06-08,180.22,9859.66,1163.56,1545.59,48.77,4219.81
2022-06-09,183.19,9796.35,1110.58,1491.92,48.41,4175.67
2022-06-10,182.52,10035.53,1128.9,1520.64,48.39,4238.99
2022-06-13,176.46,9811.42,1101.76,1508.4,47.31,4189.35
2022-06-14,179.08,9886.8,1091.95,1523.46,48.09,4222.31
2022-06-15,183.93,9907.4,1092.93,1569.6,47.28,4278.22
2022-06-16,181.9,9916.94,1099.47,1570.07,45.98,4250.06
2022-06-17,181.47,10288.78,1099.14,1605.85,46.14,4309.04
2022-06-20,180.88,10243.66,1096.52,1610.08,44.62,4330.43
2022-06-21,183.34,10262.35,1119.09,1588.9,44.76,4325.57
2022-06-22,179.35,10213.41,1061.86,1571.48,44.31,4270.62
2022-06-23,182.6,10319.43,1062.52,1585.13,44.94,4343.88
2022-06-24,182.84,10580.27,1071.02,1612.91,44.78,4394.77
2022-06-27,186.94,10588.01,1088.02,1708.94,46.0,4444.26
2022-06-28,187.06,10715.89,1126.28,1713.65,46.42,4490.52
2022-06-29,186.0,10685.74,1081.15,1707.06,46.55,4421.36
2022-06-30,190.66,10870.02,1116.14,1780.97,46.88,4485.01
2022-07-01,187.45,10789.88,1126.61,1868.06,46.7,4466.72
2022-07-04,186.16,10734.35,1077.23,1973.03,46.98,4496.03
2022-07-05,185.89,10809.77,1028.51,1949.5,47.98,4489.54
2022-07-06,181.27,10653.96,1020.34,1898.18,45.93,4423.97
2022-07-07,181.08,10593.66,1069.38,1861.94,46.78,4443.47
2022-07-08,181.31,10638.88,1143.94,1852.52,47.03,4428.78
2022-07-11,179.86,10461.0,1110.26,1834.63,45.12,4354.62
2022-07-12,179.32,10384.68,1103.39,1778.14,45.85,4313.62
2022-07-13,173.84,10437.34,1079.85,1783.32,45.49,4321.46
2022-07-14,168.29,10407.74,1082.46,1856.29,45.69,4322.07
2022-07-15,167.94,10390.15,1093.91,1795.56,45.87,4248.53
2022-07-18,170.92,10401.01,1077.56,1828.04,46.65,4292.59
2022-07-19,171.23,10358.0,1074.94,1814.39,46.21,4269.34
2022-07-20,171.78,10393.17,1059.9,1832.28,45.87,4283.8
2022-07-21,170.25,10337.39,1058.27,1864.29,44.21,4236.06
2022-07-22,170.76,10377.59,1034.07,1878.41,44.46,4238.23
2022-07-25,171.78,10365.78,1021.97,1853.93,44.72,4212.64
2022-07-26,173.65,10393.72,1030.47,1745.19,45.17,4245.98
2022-07-27,172.56,10239.91,1023.93,1748.01,44.95,4225.04
2022-07-28,171.5,10131.38,1111.24,1741.89,44.86,4225.67
2022-07-29,168.73,10133.59,1124.97,1703.76,44.22,4170.1
2022-08-01,166.58,10092.69,1190.37,1698.58,44.56,4188.68
2022-08-02,164.19,10040.83,1148.84,1652.45,44.09,4107.02
2022-08-03,160.87,10066.06,1115.82,1675.99,43.74,4066.98
2022-08-04,163.21,10221.87,1145.57,1770.61,43.73,4101.54
2022-08-05,165.72,10261.82,1150.15,1832.75,43.41,4156.91
2022-08-08,164.19,10199.36,1175.98,1835.57,44.01,4148.07
2022-08-09,162.98,10191.67,1171.73,1799.8,44.61,4156.29
2022-08-10,161.22,10020.83,1149.17,1777.2,44.47,4109.74
2022-08-11,165.95,10176.1,1262.63,1804.5,44.57,4193.54
2022-08-12,165.99,10282.12,1223.39,1804.97,45.06,4191.15
2022-08-15,163.49,10241.37,1234.19,1779.55,45.34,4185.68
2022-08-16,164.19,10231.07,1212.6,1758.37,45.31,4177.84
2022-08-17,165.48,10231.87,1271.13,1766.84,45.18,4216.96
2022-08-18,163.45,10118.82,1264.92,1739.07,45.1,4180.1
2022-08-19,163.96,10116.35,1237.78,1732.48,45.82,4151.07
2022-08-22,163.06,10111.18,1269.83,1691.99,46.27,4181.4
2022-08-23,161.02,9990.73,1269.5,1672.22,46.68,4161.08
2022-08-24,160.01,9911.29,1213.26,1665.63,46.96,4082.42
2022-08-25,163.33,10066.06,1247.59,1689.64,48.5,4116.24
2022-08-26,163.37,10131.38,1280.29,1679.28,47.38,4107.55
2022-08-29,161.73,10035.0,1278.0,1653.86,48.0,4089.52
2022-08-30,163.72,9990.68,1251.84,1627.5,46.64,4075.79
2022-08-31,168.65,10262.02,1241.71,1674.1,46.46,4078.84
2022-09-01,166.5,10045.4,1188.73,1659.04,47.23,4043.74
2022-09-02,165.79,10015.81,1254.13,1638.33,46.78,4023.61
2022-09-05,165.44,9814.82,1255.77,1630.32,48.68,4015.43
2022-09-06,163.06,9865.06,1219.47,1637.39,49.0,4052.28
2022-09-07,162.12,9729.44,1202.79,1616.2,48.73,4054.98
2022-09-08,161.81,9714.32,1201.16,1630.32,48.42,4037.68
2022-09-09,166.5,9864.01,1199.85,1679.75,48.85,4093.79
2022-09-13,169.82,10035.91,1217.18,1714.59,48.57,4111.11
2022-09-14,167.91,9985.66,1174.35,1722.12,48.47,4065.36
2022-09-15,172.4,10040.93,1156.36,1713.18,48.51,4027.12
2022-09-16,168.26,9935.41,1132.49,1682.11,47.08,3932.68
2022-09-19,168.81,9998.92,1120.72,1675.52,47.62,3928.0
2022-09-20,166.65,10030.88,1110.26,1649.15,47.47,3932.84
2022-09-21,166.15,9880.14,1087.37,1616.2,47.3,3903.73
2022-09-22,165.21,9743.51,1066.77,1579.01,48.11,3869.34
2022-09-23,165.95,9811.95,1057.61,1592.66,47.3,3856.02
2022-09-26,164.35,9955.51,1050.74,1544.18,46.48,3836.68
2022-09-27,164.15,10081.13,1057.94,1626.56,46.52,3892.3
2022-09-28,163.25,10056.01,1014.12,1618.09,46.76,3828.71
2022-09-29,161.22,10042.69,1005.95,1688.7,47.53,3827.14
2022-09-30,163.17,10003.25,976.19,1694.82,47.76,3804.89
2022-10-10,155.94,9568.6,930.41,1655.27,48.1,3720.94
2022-10-11,154.38,9538.4,922.24,1647.74,47.73,3727.69
2022-10-12,152.62,9437.96,950.69,1607.73,48.05,3784.31
2022-10-13,148.47,9136.42,947.74,1668.46,47.19,3752.67
2022-10-14,153.12,9325.45,982.4,1830.87,47.66,3842.47
2022-10-17,152.89,9229.43,1012.16,1904.3,47.3,3846.41
2022-10-18,152.03,9165.76,988.29,1900.07,47.11,3838.27
2022-10-19,149.92,8875.18,969.32,1878.41,47.16,3776.53
2022-10-20,149.18,8852.57,966.38,1886.89,46.57,3754.93
2022-10-21,147.26,8754.58,943.17,1924.08,46.94,3742.89
2022-10-24,141.16,8137.94,917.33,1877.47,45.97,3633.37
2022-10-25,141.82,8029.76,916.68,1836.99,45.95,3627.45
2022-10-26,140.81,7951.02,930.41,1912.31,45.13,3656.9
2022-10-27,140.85,7634.06,927.47,1912.31,45.45,3631.14
2022-10-28,137.87,7428.04,885.62,1876.06,45.48,3541.33
2022-10-31,136.47,7377.79,946.76,1934.9,44.15,3508.7
2022-11-01,141.82,7940.62,978.81,1995.63,44.54,3634.17
2022-11-02,142.72,7990.62,1012.16,2018.7,45.27,3677.81
2022-11-03,141.28,7827.51,1012.16,2023.88,44.95,3647.9
2022-11-04,145.3,8214.77,1054.01,2010.22,45.86,3767.17
2022-11-07,145.62,8167.24,1073.96,2019.17,46.29,3775.3
2022-11-08,145.58,8055.54,1061.53,1958.44,46.03,3749.33
2022-11-09,145.7,7930.02,1063.82,1960.79,45.53,3714.27
2022-11-10,145.73,8005.89,1009.87,1934.43,45.57,3685.69
2022-11-11,153.75,8272.96,1042.57,1888.77,45.97,3788.44
2022-11-14,161.18,8297.33,1052.71,1961.26,44.72,3794.02
2022-11-15,161.73,8573.69,1132.16,1936.79,44.71,3865.97
2022-11-16,162.12,8559.87,1112.87,1949.03,44.96,3834.39
2022-11-17,157.93,8468.17,1102.08,1944.32,44.36,3818.66
2022-11-18,157.0,8468.82,1081.48,1938.2,44.4,3801.57
2022-11-21,156.21,8231.91,1083.12,1962.68,44.11,3769.13
2022-11-22,158.48,8332.25,1079.85,1921.72,44.69,3769.57
2022-11-23,157.58,8377.73,1065.46,1901.95,45.46,3773.53
2022-11-24,157.58,8231.96,1050.42,1895.83,45.53,3756.81
2022-11-25,160.71,8242.11,1041.26,1908.07,46.38,3775.78
2022-11-28,156.57,8181.16,1019.68,1886.89,46.49,3733.24
2022-11-29,167.91,8628.96,1039.95,1927.84,46.37,3848.42
2022-11-30,168.3,8628.96,1025.57,1917.48,46.67,3853.04
2022-12-01,168.45,8788.75,1030.14,1947.61,45.98,3894.77
2022-12-02,166.07,8804.23,1017.06,1949.03,45.51,3870.95
2022-12-05,172.75,8960.1,1001.04,1919.84,45.95,3946.88
2022-12-06,171.78,9076.17,1048.78,1919.84,46.07,3968.2
2022-12-07,169.7,9056.07,1062.84,1952.79,45.36,3958.44
2022-12-08,170.21,9071.25,1049.44,1872.29,45.22,3959.18
2022-12-09,175.3,9287.21,1059.57,1869.94,45.23,3998.24
2022-12-12,171.54,9332.54,1087.37,1872.76,44.55,3953.44
2022-12-13,172.91,9387.71,1053.36,1849.23,44.77,3945.68
2022-12-14,175.92,9492.58,1045.84,1852.05,44.94,3954.89
2022-12-15,173.65,9573.58,1053.69,1829.45,44.5,3951.99
2022-12-16,176.63,9572.97,1051.73,1831.34,44.7,3954.23
2022-12-19,174.32,9503.28,1025.89,1793.21,44.26,3893.22
2022-12-20,171.27,9211.84,1009.22,1761.19,44.03,3829.02
2022-12-21,172.17,9332.44,1012.81,1743.78,43.85,3830.54
2022-12-22,174.32,9478.15,1048.78,1766.84,43.64,3836.03
2022-12-23,173.81,9493.23,1043.55,1772.49,43.79,3828.22
2022-12-26,172.17,9347.81,1057.61,1810.62,43.79,3843.49
2022-12-27,174.98,9412.38,1071.02,1787.56,44.19,3887.85
2022-12-28,177.56,9412.38,1056.63,1803.09,44.28,3871.26
2022-12-29,177.17,9342.03,1063.5,1837.46,43.69,3856.7
2022-12-30,177.29,9382.23,1053.03,1856.29,43.74,3871.63
2023-01-03,178.54,9397.36,1045.51,1852.05,44.13,3887.9
2023-01-04,182.73,9372.23,942.51,1867.58,43.85,3892.95
2023-01-05,182.14,9754.07,976.19,1904.3,43.72,3968.58
2023-01-06,181.67,9767.98,958.21,1893.01,43.74,3980.89
2023-01-09,183.31,9956.06,966.05,1904.3,43.82,4013.12
2023-01-10,181.16,10022.64,984.37,1896.3,43.56,4017.47
2023-01-11,183.78,9974.91,974.88,1852.52,44.94,4010.03
2023-01-12,184.29,9919.88,978.15,1821.45,44.92,4017.87
2023-01-13,186.67,10186.2,970.96,1891.12,45.1,4074.38
2023-01-16,189.84,10316.34,988.62,2072.83,44.74,4137.96
2023-01-17,190.66,10291.72,1029.82,2028.11,44.78,4137.24
2023-01-18,189.49,10216.35,1021.97,1999.4,44.63,4130.31
2023-01-19,190.55,10152.08,1028.51,2096.84,44.68,4156.01
2023-01-20,192.11,10050.58,1031.45,2092.13,44.83,4181.53
2023-01-30,195.94,10191.22,1082.14,2078.48,44.18,4201.35
2023-01-31,192.74,9978.98,1076.9,2029.52,44.51,4156.86
2023-02-01,190.12,9975.01,1097.5,2049.77,44.4,4195.93
2023-02-02,188.12,9930.49,1081.81,2066.71,44.61,4181.15
2023-02-03,185.27,9839.49,1086.71,2057.3,44.37,4141.63
2023-02-06,181.55,9723.92,1058.59,2042.71,44.24,4086.88
2023-02-07,181.79,9733.97,1052.71,2024.35,44.27,4094.23
2023-02-08,182.1,9668.64,1048.46,2064.83,44.03,4076.14
2023-02-09,182.1,9839.49,1075.6,2097.31,44.15,4130.86
2023-02-10,180.81,9799.29,1065.46,2094.96,43.82,4106.31
2023-02-13,179.09,10032.19,1092.6,2159.45,43.55,4143.57
2023-02-14,180.18,9969.08,1093.25,2171.22,43.64,4145.29
2023-02-15,176.94,9955.06,1101.43,2151.92,43.33,4123.69
